Date,IP,URL,HTTP Code,Agent
07/Nov/2024:03:37:32,192.168.51.59,/contact,404,desktop
06/Nov/2024:22:10:24,192.168.91.146,/about,200,desktop
07/Nov/2024:17:02:42,192.168.131.223,/contact,500,desktop
07/Nov/2024:12:23:08,192.168.111.80,/checkout,404,móvil
07/Nov/2024:14:01:28,192.168.112.174,/cart,302,desktop
07/Nov/2024:13:59:58,192.168.89.100,/products/item,200,otros
07/Nov/2024:06:54:30,192.168.101.230,/home,200,desktop
07/Nov/2024:12:16:28,192.168.71.47,/checkout,302,desktop
07/Nov/2024:00:07:33,192.168.67.213,/contact,302,desktop
07/Nov/2024:09:32:54,192.168.87.157,/products,404,otros
07/Nov/2024:15:46:15,192.168.247.255,/products,302,móvil
07/Nov/2024:08:19:25,192.168.51.15,/products/item,404,desktop
07/Nov/2024:17:16:34,192.168.68.168,/products,404,desktop
07/Nov/2024:03:20:26,192.168.204.252,/contact,500,otros
07/Nov/2024:08:04:52,192.168.211.7,/checkout,500,desktop
07/Nov/2024:07:40:12,192.168.58.94,/products/item,500,otros
07/Nov/2024:02:43:09,192.168.206.112,/home,500,móvil
06/Nov/2024:18:36:59,192.168.138.254,/cart,404,móvil
07/Nov/2024:02:21:07,192.168.158.18,/cart,302,otros
07/Nov/2024:11:24:23,192.168.13.249,/products/item,500,móvil
07/Nov/2024:13:09:18,192.168.33.6,/cart,302,desktop
07/Nov/2024:01:02:10,192.168.173.233,/products,200,móvil
06/Nov/2024:23:44:07,192.168.49.26,/about,302,móvil
07/Nov/2024:08:44:34,192.168.225.202,/checkout,200,otros
06/Nov/2024:20:55:42,192.168.80.87,/cart,302,otros
06/Nov/2024:20:17:27,192.168.76.4,/products,302,otros
07/Nov/2024:15:19:04,192.168.238.85,/about,500,otros
07/Nov/2024:05:27:40,192.168.67.120,/home,302,desktop
07/Nov/2024:02:06:15,192.168.6.85,/cart,200,desktop
07/Nov/2024:17:40:46,192.168.19.103,/about,302,otros
07/Nov/2024:14:35:29,192.168.51.44,/contact,200,móvil
07/Nov/2024:01:52:10,192.168.242.240,/cart,404,móvil
07/Nov/2024:17:53:00,192.168.248.32,/products,302,móvil
07/Nov/2024:01:06:45,192.168.26.115,/home,200,otros
07/Nov/2024:11:57:47,192.168.205.173,/contact,200,otros
07/Nov/2024:08:14:05,192.168.166.51,/home,500,desktop
06/Nov/2024:18:21:50,192.168.115.210,/products,500,móvil
07/Nov/2024:09:52:55,192.168.43.118,/checkout,404,desktop
07/Nov/2024:10:25:37,192.168.124.149,/cart,500,móvil
06/Nov/2024:22:40:06,192.168.162.134,/cart,200,otros
07/Nov/2024:00:27:41,192.168.209.181,/home,302,otros
06/Nov/2024:21:58:24,192.168.204.11,/checkout,500,móvil
06/Nov/2024:22:26:25,192.168.39.253,/contact,200,móvil
07/Nov/2024:10:01:10,192.168.50.161,/contact,200,otros
07/Nov/2024:08:09:32,192.168.66.156,/contact,200,móvil
07/Nov/2024:04:56:21,192.168.96.167,/products,302,móvil
07/Nov/2024:08:05:07,192.168.245.193,/products/item,200,desktop
06/Nov/2024:21:37:57,192.168.26.204,/about,200,otros
07/Nov/2024:10:03:42,192.168.39.253,/products,200,otros
07/Nov/2024:03:03:27,192.168.33.6,/about,500,móvil
07/Nov/2024:01:32:23,192.168.203.159,/products/item,200,desktop
06/Nov/2024:18:43:46,192.168.51.113,/home,500,móvil
06/Nov/2024:22:42:18,192.168.242.196,/home,404,móvil
07/Nov/2024:17:41:06,192.168.230.181,/cart,200,otros
07/Nov/2024:11:08:41,192.168.22.211,/products/item,200,móvil
07/Nov/2024:15:06:07,192.168.133.57,/home,200,desktop
07/Nov/2024:10:18:57,192.168.192.209,/home,302,desktop
07/Nov/2024:18:04:10,192.168.16.106,/about,302,otros
07/Nov/2024:13:28:19,192.168.130.6,/products/item,302,móvil
07/Nov/2024:17:56:43,192.168.90.19,/cart,200,otros
07/Nov/2024:15:00:07,192.168.87.67,/about,200,otros
07/Nov/2024:03:26:05,192.168.164.168,/cart,404,otros
07/Nov/2024:10:56:28,192.168.39.253,/checkout,200,desktop
07/Nov/2024:08:33:24,192.168.231.8,/cart,500,otros
06/Nov/2024:21:48:57,192.168.188.105,/products,500,desktop
07/Nov/2024:07:11:18,192.168.3.50,/cart,500,otros
07/Nov/2024:15:58:34,192.168.25.201,/checkout,302,desktop
06/Nov/2024:19:54:00,192.168.199.181,/cart,302,otros
06/Nov/2024:21:31:47,192.168.123.95,/about,200,desktop
07/Nov/2024:02:40:32,192.168.46.121,/products/item,302,móvil
06/Nov/2024:21:15:48,192.168.215.35,/checkout,200,otros
07/Nov/2024:10:52:30,192.168.16.141,/contact,302,desktop
07/Nov/2024:04:05:10,192.168.244.173,/cart,404,otros
07/Nov/2024:11:23:54,192.168.29.175,/checkout,404,otros
07/Nov/2024:06:16:56,192.168.50.234,/about,404,móvil
07/Nov/2024:09:29:25,192.168.222.2,/products/item,302,desktop
07/Nov/2024:06:05:26,192.168.51.44,/about,404,móvil
06/Nov/2024:19:32:00,192.168.69.148,/cart,500,desktop
07/Nov/2024:14:56:31,192.168.55.60,/products/item,500,móvil
06/Nov/2024:19:15:42,192.168.45.126,/contact,302,desktop
07/Nov/2024:00:08:47,192.168.87.157,/about,500,móvil
07/Nov/2024:09:31:57,192.168.162.134,/checkout,500,móvil
07/Nov/2024:05:17:12,192.168.232.53,/contact,500,desktop
07/Nov/2024:12:05:31,192.168.50.21,/contact,500,móvil
07/Nov/2024:13:03:27,192.168.124.84,/products,302,desktop
06/Nov/2024:22:53:06,192.168.119.121,/cart,404,otros
07/Nov/2024:06:02:46,192.168.136.68,/cart,404,móvil
07/Nov/2024:09:46:39,192.168.7.105,/cart,404,desktop
06/Nov/2024:21:50:58,192.168.24.214,/products/item,404,móvil
07/Nov/2024:11:00:21,192.168.183.196,/cart,500,móvil
06/Nov/2024:20:14:44,192.168.166.220,/cart,500,móvil
07/Nov/2024:13:59:11,192.168.78.15,/products,404,desktop
07/Nov/2024:16:49:23,192.168.176.59,/contact,200,desktop
07/Nov/2024:14:27:26,192.168.82.225,/checkout,302,otros
07/Nov/2024:01:49:49,192.168.207.230,/checkout,500,otros
07/Nov/2024:06:56:54,192.168.143.208,/checkout,302,desktop
07/Nov/2024:11:48:39,192.168.147.26,/checkout,500,móvil
07/Nov/2024:16:03:31,192.168.108.59,/checkout,200,móvil
06/Nov/2024:18:24:11,192.168.97.149,/checkout,500,desktop
07/Nov/2024:03:42:23,192.168.80.87,/products,500,desktop
07/Nov/2024:11:18:31,192.168.161.186,/products,302,otros
07/Nov/2024:05:29:22,192.168.142.152,/cart,302,desktop
07/Nov/2024:05:37:56,192.168.85.223,/home,404,desktop
07/Nov/2024:06:29:57,192.168.191.179,/cart,200,otros
06/Nov/2024:22:10:00,192.168.167.84,/cart,302,desktop
07/Nov/2024:10:18:49,192.168.85.223,/cart,200,desktop
07/Nov/2024:09:05:13,192.168.89.109,/products,500,móvil
07/Nov/2024:04:53:08,192.168.130.42,/about,404,desktop
06/Nov/2024:19:33:00,192.168.55.60,/cart,500,desktop
07/Nov/2024:11:08:16,192.168.230.179,/products,500,móvil
07/Nov/2024:10:48:07,192.168.212.80,/cart,200,desktop
06/Nov/2024:22:00:01,192.168.189.237,/products/item,200,móvil
07/Nov/2024:08:37:14,192.168.28.107,/cart,404,otros
07/Nov/2024:00:36:35,192.168.69.148,/cart,200,desktop
07/Nov/2024:04:29:20,192.168.167.207,/checkout,200,móvil
07/Nov/2024:15:36:33,192.168.80.87,/about,404,móvil
06/Nov/2024:23:31:31,192.168.64.238,/products/item,404,otros
07/Nov/2024:00:53:23,192.168.22.211,/checkout,200,móvil
07/Nov/2024:01:19:22,192.168.9.218,/checkout,302,otros
07/Nov/2024:10:13:22,192.168.227.123,/about,302,móvil
07/Nov/2024:10:38:18,192.168.121.78,/checkout,500,desktop
07/Nov/2024:07:29:05,192.168.106.67,/checkout,500,otros
07/Nov/2024:00:02:24,192.168.248.227,/checkout,200,desktop
06/Nov/2024:22:42:54,192.168.44.174,/cart,500,otros
06/Nov/2024:21:51:25,192.168.165.157,/products,404,móvil
07/Nov/2024:04:25:04,192.168.118.230,/about,302,móvil
07/Nov/2024:05:02:35,192.168.145.214,/contact,302,desktop
07/Nov/2024:08:46:52,192.168.208.203,/contact,200,otros
06/Nov/2024:20:21:24,192.168.142.152,/home,404,otros
07/Nov/2024:15:04:17,192.168.204.252,/about,500,móvil
06/Nov/2024:18:46:38,192.168.19.22,/about,302,otros
07/Nov/2024:04:44:22,192.168.199.208,/contact,302,móvil
07/Nov/2024:14:12:44,192.168.67.213,/checkout,200,otros
07/Nov/2024:08:04:18,192.168.132.144,/products,500,móvil
07/Nov/2024:12:45:05,192.168.81.139,/about,302,móvil
06/Nov/2024:22:26:26,192.168.67.213,/products/item,302,desktop
07/Nov/2024:11:26:16,192.168.44.73,/cart,302,desktop
07/Nov/2024:02:34:55,192.168.98.137,/cart,200,otros
07/Nov/2024:05:48:08,192.168.145.214,/cart,500,desktop
06/Nov/2024:19:54:16,192.168.67.213,/products/item,404,desktop
07/Nov/2024:04:37:13,192.168.248.227,/home,200,desktop
07/Nov/2024:09:56:58,192.168.252.79,/about,404,desktop
07/Nov/2024:05:36:29,192.168.116.99,/products,302,desktop
06/Nov/2024:19:33:26,192.168.106.67,/checkout,500,móvil
06/Nov/2024:21:10:10,192.168.166.135,/about,200,móvil
07/Nov/2024:01:10:13,192.168.117.59,/home,404,móvil
06/Nov/2024:20:31:05,192.168.104.172,/products/item,404,otros
07/Nov/2024:10:16:27,192.168.111.80,/products,200,móvil
07/Nov/2024:14:39:44,192.168.76.98,/products,404,desktop
07/Nov/2024:09:37:27,192.168.225.202,/about,200,móvil
07/Nov/2024:00:54:04,192.168.12.112,/home,404,desktop
07/Nov/2024:17:56:07,192.168.23.53,/products,302,otros
07/Nov/2024:10:36:44,192.168.242.242,/about,200,otros
07/Nov/2024:08:26:53,192.168.125.15,/checkout,302,desktop
06/Nov/2024:18:39:53,192.168.147.35,/checkout,500,desktop
07/Nov/2024:08:24:08,192.168.6.48,/products/item,500,móvil
07/Nov/2024:06:24:31,192.168.136.47,/products/item,500,otros
07/Nov/2024:13:22:53,192.168.49.121,/home,500,desktop
07/Nov/2024:06:38:30,192.168.160.85,/cart,500,desktop
07/Nov/2024:13:46:18,192.168.200.220,/about,404,móvil
06/Nov/2024:23:07:55,192.168.76.4,/products/item,302,móvil
07/Nov/2024:10:32:39,192.168.25.191,/products/item,200,desktop
07/Nov/2024:01:16:25,192.168.26.204,/about,500,desktop
07/Nov/2024:17:57:22,192.168.109.75,/contact,404,otros
06/Nov/2024:19:03:06,192.168.173.86,/products,404,móvil
07/Nov/2024:04:27:34,192.168.197.165,/checkout,302,otros
07/Nov/2024:17:55:57,192.168.136.117,/products/item,500,móvil
07/Nov/2024:08:14:30,192.168.172.73,/home,404,móvil
07/Nov/2024:15:48:55,192.168.133.57,/products/item,404,desktop
07/Nov/2024:03:28:14,192.168.159.40,/checkout,302,desktop
07/Nov/2024:04:38:44,192.168.106.67,/products,404,móvil
07/Nov/2024:11:25:53,192.168.95.53,/cart,302,otros
07/Nov/2024:12:12:51,192.168.150.207,/products/item,500,desktop
06/Nov/2024:18:44:43,192.168.236.221,/products,404,móvil
07/Nov/2024:16:40:02,192.168.242.196,/home,302,otros
07/Nov/2024:08:32:01,192.168.73.178,/cart,200,móvil
07/Nov/2024:03:09:52,192.168.22.203,/cart,404,otros
07/Nov/2024:03:12:17,192.168.99.74,/products/item,404,móvil
06/Nov/2024:20:19:20,192.168.251.190,/home,500,desktop
07/Nov/2024:01:08:01,192.168.254.199,/products/item,302,móvil
06/Nov/2024:22:22:39,192.168.255.189,/products/item,404,móvil
06/Nov/2024:22:20:32,192.168.66.156,/cart,404,otros
06/Nov/2024:18:39:51,192.168.21.182,/checkout,404,otros
07/Nov/2024:08:20:14,192.168.232.53,/about,500,móvil
07/Nov/2024:17:16:28,192.168.119.46,/contact,404,móvil
07/Nov/2024:07:40:39,192.168.171.203,/contact,500,otros
06/Nov/2024:22:16:28,192.168.184.58,/home,200,móvil
07/Nov/2024:16:53:56,192.168.237.16,/about,500,desktop
07/Nov/2024:01:47:18,192.168.132.144,/products,200,desktop
07/Nov/2024:13:00:25,192.168.84.146,/checkout,404,desktop
07/Nov/2024:16:50:12,192.168.94.38,/cart,500,otros
06/Nov/2024:23:33:00,192.168.192.174,/cart,404,móvil
07/Nov/2024:07:20:00,192.168.64.238,/products,404,móvil
07/Nov/2024:14:38:59,192.168.133.19,/about,200,desktop
06/Nov/2024:23:03:36,192.168.51.44,/checkout,404,desktop
07/Nov/2024:17:35:27,192.168.139.121,/checkout,500,desktop
06/Nov/2024:22:40:07,192.168.109.75,/about,404,móvil
07/Nov/2024:02:40:25,192.168.173.90,/home,302,otros
07/Nov/2024:06:48:27,192.168.202.0,/checkout,500,móvil
07/Nov/2024:18:06:42,192.168.225.62,/products,200,desktop
07/Nov/2024:00:42:09,192.168.16.106,/products/item,500,móvil
07/Nov/2024:04:05:31,192.168.83.237,/contact,302,otros
07/Nov/2024:00:28:50,192.168.154.56,/about,404,desktop
07/Nov/2024:08:09:05,192.168.95.53,/products/item,404,otros
06/Nov/2024:18:53:18,192.168.206.84,/contact,404,móvil
06/Nov/2024:21:34:06,192.168.91.4,/checkout,500,desktop
07/Nov/2024:03:56:03,192.168.207.14,/products/item,500,otros
07/Nov/2024:11:26:10,192.168.225.62,/cart,302,desktop
07/Nov/2024:12:06:55,192.168.109.82,/checkout,404,otros
07/Nov/2024:05:25:13,192.168.171.203,/products,500,desktop
07/Nov/2024:17:48:04,192.168.222.28,/home,404,desktop
07/Nov/2024:12:13:52,192.168.204.116,/checkout,200,desktop
07/Nov/2024:04:25:26,192.168.201.63,/products,302,desktop
07/Nov/2024:13:56:18,192.168.192.174,/checkout,500,otros
06/Nov/2024:19:01:10,192.168.116.162,/checkout,404,móvil
07/Nov/2024:13:02:49,192.168.248.32,/home,404,otros
06/Nov/2024:20:01:52,192.168.7.105,/checkout,302,otros
07/Nov/2024:13:26:11,192.168.37.6,/checkout,200,desktop
07/Nov/2024:09:24:19,192.168.234.186,/products/item,500,móvil
06/Nov/2024:18:51:01,192.168.214.17,/products/item,404,móvil
07/Nov/2024:11:34:47,192.168.87.157,/home,500,desktop
07/Nov/2024:17:18:21,192.168.37.107,/about,404,otros
07/Nov/2024:03:08:05,192.168.211.7,/products/item,500,otros
07/Nov/2024:12:48:37,192.168.22.211,/home,302,desktop
07/Nov/2024:15:21:33,192.168.254.242,/contact,404,otros
07/Nov/2024:08:26:57,192.168.21.43,/products/item,302,desktop
07/Nov/2024:14:12:27,192.168.253.102,/about,302,otros
06/Nov/2024:22:23:35,192.168.232.23,/products/item,302,otros
07/Nov/2024:09:52:52,192.168.45.126,/products/item,302,otros
07/Nov/2024:04:26:42,192.168.25.201,/products/item,500,móvil
07/Nov/2024:11:45:20,192.168.85.223,/products/item,200,desktop
07/Nov/2024:10:10:36,192.168.105.173,/about,404,móvil
07/Nov/2024:08:37:48,192.168.192.214,/about,200,otros
07/Nov/2024:02:45:02,192.168.80.170,/products/item,500,móvil
07/Nov/2024:03:22:08,192.168.254.199,/contact,500,móvil
07/Nov/2024:11:45:04,192.168.247.255,/cart,404,móvil
07/Nov/2024:00:26:51,192.168.244.173,/about,302,desktop
06/Nov/2024:20:50:32,192.168.89.124,/home,404,otros
07/Nov/2024:09:11:25,192.168.152.202,/products/item,302,móvil
07/Nov/2024:12:14:27,192.168.25.248,/cart,404,desktop
07/Nov/2024:02:42:24,192.168.137.217,/checkout,302,móvil
06/Nov/2024:20:02:07,192.168.32.18,/home,404,otros
07/Nov/2024:18:09:34,192.168.232.116,/checkout,200,móvil
07/Nov/2024:15:46:47,192.168.74.23,/products,200,desktop
06/Nov/2024:22:03:28,192.168.133.57,/contact,200,desktop
06/Nov/2024:23:21:57,192.168.62.127,/checkout,302,otros
07/Nov/2024:14:47:47,192.168.87.67,/about,302,desktop
07/Nov/2024:12:19:56,192.168.58.94,/checkout,302,móvil
06/Nov/2024:20:24:14,192.168.251.190,/products,500,móvil
07/Nov/2024:12:21:45,192.168.39.253,/home,200,desktop
07/Nov/2024:15:07:47,192.168.93.108,/home,404,móvil
06/Nov/2024:21:44:02,192.168.51.44,/products,200,móvil
07/Nov/2024:09:58:28,192.168.206.84,/home,302,desktop
06/Nov/2024:23:31:05,192.168.16.106,/products/item,500,otros
07/Nov/2024:17:38:42,192.168.53.215,/about,500,otros
07/Nov/2024:00:41:37,192.168.162.134,/home,200,desktop
06/Nov/2024:19:12:16,192.168.190.82,/cart,404,otros
07/Nov/2024:12:52:08,192.168.209.181,/products,200,otros
07/Nov/2024:15:42:36,192.168.236.221,/products/item,404,móvil
07/Nov/2024:15:50:33,192.168.56.115,/cart,302,desktop
07/Nov/2024:10:21:59,192.168.32.141,/about,302,desktop
07/Nov/2024:11:28:27,192.168.222.2,/products,200,otros
07/Nov/2024:12:41:32,192.168.178.128,/cart,200,otros
06/Nov/2024:22:43:17,192.168.87.157,/home,200,otros
07/Nov/2024:14:05:17,192.168.227.123,/checkout,302,otros
06/Nov/2024:21:38:56,192.168.229.79,/home,302,móvil
07/Nov/2024:02:45:41,192.168.96.191,/home,302,móvil
06/Nov/2024:20:57:29,192.168.254.199,/contact,200,desktop
07/Nov/2024:02:36:27,192.168.237.76,/home,200,otros
07/Nov/2024:02:41:00,192.168.107.32,/cart,200,otros
06/Nov/2024:22:55:58,192.168.77.10,/about,302,otros
07/Nov/2024:00:19:31,192.168.19.108,/contact,500,desktop
07/Nov/2024:12:26:50,192.168.206.112,/products,302,otros
06/Nov/2024:22:33:18,192.168.161.30,/contact,404,desktop
06/Nov/2024:21:21:12,192.168.51.172,/checkout,302,desktop
07/Nov/2024:17:22:58,192.168.104.172,/products/item,404,desktop
07/Nov/2024:13:18:43,192.168.231.175,/about,302,desktop
07/Nov/2024:05:32:44,192.168.219.204,/home,500,desktop
07/Nov/2024:11:32:16,192.168.46.121,/home,200,móvil
07/Nov/2024:07:41:02,192.168.247.255,/contact,302,otros
06/Nov/2024:20:15:34,192.168.23.102,/contact,200,móvil
07/Nov/2024:07:28:03,192.168.207.14,/contact,404,móvil
07/Nov/2024:03:12:49,192.168.68.168,/home,200,otros
07/Nov/2024:13:42:44,192.168.95.211,/products,500,otros
07/Nov/2024:09:59:41,192.168.62.127,/products/item,200,móvil
07/Nov/2024:16:54:12,192.168.32.18,/checkout,302,móvil
07/Nov/2024:08:24:33,192.168.181.22,/cart,404,desktop
07/Nov/2024:16:27:01,192.168.157.73,/products,404,desktop
06/Nov/2024:21:02:21,192.168.58.94,/checkout,404,móvil
07/Nov/2024:10:37:43,192.168.246.6,/cart,200,desktop
06/Nov/2024:22:58:57,192.168.3.156,/about,302,móvil
07/Nov/2024:11:22:22,192.168.199.181,/about,200,desktop
07/Nov/2024:00:02:21,192.168.121.78,/home,200,otros
07/Nov/2024:16:25:35,192.168.137.217,/checkout,500,desktop
07/Nov/2024:13:47:05,192.168.164.228,/checkout,302,otros
07/Nov/2024:14:42:40,192.168.21.182,/about,500,móvil
07/Nov/2024:09:03:48,192.168.204.252,/products,404,otros
07/Nov/2024:01:32:54,192.168.230.198,/cart,500,otros
07/Nov/2024:13:29:14,192.168.246.178,/about,500,desktop
07/Nov/2024:11:56:04,192.168.115.143,/about,500,desktop
07/Nov/2024:03:44:53,192.168.28.100,/products,302,desktop
07/Nov/2024:05:53:56,192.168.46.111,/contact,200,móvil
06/Nov/2024:23:55:40,192.168.179.139,/checkout,500,otros
07/Nov/2024:09:33:11,192.168.78.15,/home,404,desktop
07/Nov/2024:06:01:27,192.168.111.80,/contact,500,desktop
07/Nov/2024:03:02:22,192.168.207.76,/checkout,404,móvil
07/Nov/2024:07:47:13,192.168.127.153,/products,302,desktop
07/Nov/2024:11:03:18,192.168.98.117,/products/item,500,otros
06/Nov/2024:21:40:48,192.168.152.121,/products,302,móvil
07/Nov/2024:04:58:40,192.168.73.107,/products/item,302,otros
06/Nov/2024:21:09:22,192.168.232.53,/contact,500,otros
06/Nov/2024:20:42:19,192.168.50.114,/checkout,200,otros
07/Nov/2024:15:51:54,192.168.159.40,/about,302,otros
07/Nov/2024:01:58:46,192.168.251.77,/about,200,otros
07/Nov/2024:07:49:13,192.168.184.85,/about,404,móvil
07/Nov/2024:10:40:33,192.168.236.207,/contact,200,desktop
07/Nov/2024:14:28:55,192.168.96.191,/cart,200,móvil
07/Nov/2024:10:55:29,192.168.159.40,/contact,404,otros
06/Nov/2024:19:19:37,192.168.82.225,/about,404,otros
07/Nov/2024:06:47:27,192.168.125.15,/contact,200,desktop
06/Nov/2024:21:15:45,192.168.34.18,/cart,500,otros
07/Nov/2024:04:09:58,192.168.89.124,/checkout,302,otros
06/Nov/2024:20:12:11,192.168.74.52,/cart,302,móvil
06/Nov/2024:21:39:17,192.168.24.193,/about,200,otros
07/Nov/2024:07:02:06,192.168.94.66,/checkout,500,otros
07/Nov/2024:10:17:30,192.168.125.15,/checkout,404,desktop
06/Nov/2024:19:11:39,192.168.162.134,/cart,500,otros
07/Nov/2024:17:41:51,192.168.71.47,/checkout,404,móvil
06/Nov/2024:20:10:00,192.168.124.84,/contact,302,móvil
07/Nov/2024:05:06:03,192.168.175.40,/products,404,otros
07/Nov/2024:08:52:04,192.168.123.159,/products/item,200,desktop
07/Nov/2024:12:38:06,192.168.161.186,/cart,200,móvil
06/Nov/2024:20:52:33,192.168.192.214,/contact,404,otros
07/Nov/2024:10:31:02,192.168.187.16,/home,302,desktop
07/Nov/2024:16:46:48,192.168.197.35,/about,200,móvil
07/Nov/2024:01:06:12,192.168.143.234,/contact,500,desktop
07/Nov/2024:07:56:29,192.168.112.88,/home,200,móvil
07/Nov/2024:15:09:13,192.168.160.116,/contact,200,móvil
07/Nov/2024:09:12:01,192.168.73.178,/home,200,móvil
07/Nov/2024:07:30:59,192.168.34.18,/checkout,302,desktop
07/Nov/2024:09:38:24,192.168.1.241,/products/item,200,móvil
07/Nov/2024:06:00:32,192.168.107.68,/products/item,500,otros
07/Nov/2024:03:59:05,192.168.138.254,/checkout,302,móvil
07/Nov/2024:12:06:27,192.168.197.205,/checkout,404,desktop
07/Nov/2024:17:47:47,192.168.215.35,/cart,404,móvil
07/Nov/2024:04:24:48,192.168.89.124,/checkout,200,otros
07/Nov/2024:02:40:36,192.168.63.227,/contact,500,otros
06/Nov/2024:18:39:06,192.168.94.66,/products,302,desktop
07/Nov/2024:06:59:11,192.168.226.210,/checkout,404,otros
07/Nov/2024:07:52:21,192.168.71.47,/checkout,200,desktop
07/Nov/2024:11:00:08,192.168.115.210,/cart,200,otros
06/Nov/2024:20:00:23,192.168.184.85,/home,404,móvil
06/Nov/2024:18:55:30,192.168.19.131,/cart,200,móvil
07/Nov/2024:16:12:13,192.168.199.73,/products/item,500,desktop
07/Nov/2024:06:10:22,192.168.242.227,/contact,404,desktop
06/Nov/2024:21:44:39,192.168.158.65,/contact,404,otros
07/Nov/2024:06:17:36,192.168.139.49,/about,404,desktop
07/Nov/2024:12:52:29,192.168.139.49,/contact,302,desktop
07/Nov/2024:03:03:11,192.168.211.7,/checkout,500,desktop
07/Nov/2024:12:30:37,192.168.188.105,/checkout,302,desktop
06/Nov/2024:20:37:31,192.168.254.228,/products,404,móvil
07/Nov/2024:03:55:44,192.168.178.128,/home,500,móvil
06/Nov/2024:18:28:32,192.168.33.254,/home,500,desktop
07/Nov/2024:10:59:29,192.168.116.99,/home,302,móvil
07/Nov/2024:06:53:40,192.168.65.6,/checkout,500,móvil
07/Nov/2024:09:56:24,192.168.44.174,/products/item,200,otros
07/Nov/2024:11:16:35,192.168.224.236,/home,404,otros
07/Nov/2024:16:25:14,192.168.20.177,/cart,404,otros
06/Nov/2024:20:46:11,192.168.24.20,/contact,500,otros
07/Nov/2024:08:20:53,192.168.187.247,/contact,302,desktop
07/Nov/2024:02:14:21,192.168.1.241,/checkout,500,móvil
07/Nov/2024:03:21:55,192.168.9.64,/about,500,móvil
07/Nov/2024:04:01:00,192.168.204.11,/products/item,200,desktop
07/Nov/2024:00:25:59,192.168.211.27,/products/item,200,desktop
06/Nov/2024:23:32:44,192.168.170.183,/products,404,otros
06/Nov/2024:19:44:51,192.168.123.149,/contact,500,desktop
07/Nov/2024:11:33:57,192.168.78.65,/products,404,desktop
07/Nov/2024:09:48:40,192.168.25.248,/home,302,desktop
06/Nov/2024:23:24:59,192.168.63.227,/home,404,otros
07/Nov/2024:12:44:18,192.168.60.244,/contact,200,otros
07/Nov/2024:16:19:51,192.168.222.28,/products/item,500,otros
07/Nov/2024:01:53:15,192.168.19.131,/products,302,otros
07/Nov/2024:17:51:55,192.168.94.38,/contact,500,móvil
07/Nov/2024:10:08:35,192.168.137.217,/contact,404,desktop
07/Nov/2024:09:09:31,192.168.136.117,/checkout,500,desktop
07/Nov/2024:16:10:21,192.168.173.233,/contact,302,móvil
07/Nov/2024:09:21:42,192.168.49.172,/products/item,302,desktop
06/Nov/2024:19:33:56,192.168.236.221,/cart,302,otros
07/Nov/2024:11:10:15,192.168.124.130,/products/item,200,móvil
07/Nov/2024:16:10:27,192.168.175.173,/cart,200,desktop
07/Nov/2024:04:21:03,192.168.224.236,/contact,500,desktop
07/Nov/2024:05:10:57,192.168.25.248,/contact,500,desktop
06/Nov/2024:23:01:14,192.168.152.111,/checkout,404,móvil
06/Nov/2024:21:27:22,192.168.211.248,/products/item,500,móvil
07/Nov/2024:17:09:38,192.168.3.228,/home,302,otros
07/Nov/2024:12:39:08,192.168.157.73,/cart,404,otros
07/Nov/2024:02:04:13,192.168.161.30,/checkout,404,móvil
07/Nov/2024:10:29:32,192.168.124.84,/home,500,desktop
06/Nov/2024:19:41:42,192.168.154.215,/about,200,otros
07/Nov/2024:13:57:29,192.168.143.17,/home,404,móvil
07/Nov/2024:02:33:11,192.168.6.244,/products/item,500,otros
07/Nov/2024:12:39:15,192.168.175.173,/products/item,302,desktop
07/Nov/2024:03:04:52,192.168.206.112,/products,404,desktop
07/Nov/2024:12:02:27,192.168.126.227,/cart,200,móvil
06/Nov/2024:19:50:53,192.168.65.200,/about,500,móvil
07/Nov/2024:16:21:28,192.168.104.172,/products/item,302,móvil
06/Nov/2024:18:48:23,192.168.244.7,/products/item,200,otros
06/Nov/2024:19:55:53,192.168.96.130,/checkout,500,otros
07/Nov/2024:13:26:18,192.168.98.162,/products,302,otros
06/Nov/2024:22:29:53,192.168.122.137,/products/item,200,otros
07/Nov/2024:02:30:10,192.168.4.76,/products,500,otros
06/Nov/2024:19:22:28,192.168.183.175,/contact,302,desktop
07/Nov/2024:01:56:01,192.168.248.32,/cart,200,desktop
07/Nov/2024:14:16:38,192.168.81.139,/contact,200,móvil
07/Nov/2024:04:01:55,192.168.6.244,/about,404,otros
07/Nov/2024:17:56:22,192.168.212.155,/checkout,302,desktop
07/Nov/2024:10:26:41,192.168.205.173,/products/item,404,móvil
07/Nov/2024:06:53:09,192.168.207.76,/about,500,móvil
07/Nov/2024:14:03:13,192.168.198.34,/checkout,500,desktop
07/Nov/2024:12:53:47,192.168.130.6,/products,404,otros
06/Nov/2024:22:44:03,192.168.192.174,/checkout,200,otros
07/Nov/2024:14:20:25,192.168.225.62,/about,302,móvil
07/Nov/2024:08:17:37,192.168.231.175,/about,404,otros
07/Nov/2024:16:22:26,192.168.6.48,/products/item,302,otros
06/Nov/2024:18:24:08,192.168.25.191,/products/item,500,otros
06/Nov/2024:22:35:07,192.168.246.6,/home,500,otros
07/Nov/2024:15:20:54,192.168.96.223,/about,302,móvil
07/Nov/2024:08:30:04,192.168.226.210,/home,500,desktop
